period,subba,subba-name,parent,parent-name,value,value-units
2024-01-05T09,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15895,megawatthours
2024-01-05T09,LES,Lincoln Electric System,SWPP,Southwest Power Pool,355,megawatthours
2024-01-05T09,VEA,Valley Electric Association,CISO,California Independent System Operator,78,megawatthours
2024-01-05T09,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10146,megawatthours
2024-01-05T09,ZONH,Millwood,NYIS,New York Independent System Operator,309,megawatthours
2024-01-05T09,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7553,megawatthours
2024-01-05T09,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,700,megawatthours
2024-01-05T09,ZONI,Dunwoodie,NYIS,New York Independent System Operator,545,megawatthours
2024-01-05T09,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5078,megawatthours
2024-01-05T09,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1761,megawatthours
2024-01-05T09,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1434,megawatthours
2024-01-05T09,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5199,megawatthours
2024-01-05T09,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",11585,megawatthours
2024-01-05T09,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2116,megawatthours
2024-01-05T09,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10429,megawatthours
2024-01-05T09,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1115,megawatthours
2024-01-05T09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10378,megawatthours
2024-01-05T09,ZONB,Genesee,NYIS,New York Independent System Operator,1030,megawatthours
2024-01-05T09,SPRM,City of Springfield,SWPP,Southwest Power Pool,358,megawatthours
2024-01-05T09,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3107,megawatthours
2024-01-05T09,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1336,megawatthours
2024-01-05T09,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2380,megawatthours
2024-01-05T09,INDN,Independence Power & Light,SWPP,Southwest Power Pool,103,megawatthours
2024-01-05T09,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,22,megawatthours
2024-01-05T09,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,815,megawatthours
2024-01-05T09,SECI,Sunflower Electric,SWPP,Southwest Power Pool,586,megawatthours
2024-01-05T09,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,306,megawatthours
2024-01-05T08,ZONI,Dunwoodie,NYIS,New York Independent System Operator,552,megawatthours
2024-01-05T08,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6571,megawatthours
2024-01-05T08,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15635,megawatthours
2024-01-05T08,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5220,megawatthours
2024-01-05T08,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1047,megawatthours
2024-01-05T08,ZONF,Capital,NYIS,New York Independent System Operator,1232,megawatthours
2024-01-05T08,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1355,megawatthours
2024-01-05T08,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7549,megawatthours
2024-01-05T08,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3010,megawatthours
2024-01-05T08,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3750,megawatthours
2024-01-05T08,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1767,megawatthours
2024-01-05T08,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3274,megawatthours
2024-01-05T08,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,2,megawatthours
2024-01-05T08,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4419,megawatthours
2024-01-05T08,SPRM,City of Springfield,SWPP,Southwest Power Pool,359,megawatthours
2024-01-05T08,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4241,megawatthours
2024-01-05T08,ZOND,North,NYIS,New York Independent System Operator,720,megawatthours
2024-01-05T08,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3100,megawatthours
2024-01-05T08,Frep,Freeport,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-05T08,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1452,megawatthours
2024-01-05T08,SCE,Southern California Edison,CISO,California Independent System Operator,11414,megawatthours
2024-01-05T08,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19891,megawatthours
2024-01-05T08,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,22,megawatthours
2024-01-05T08,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",16812,megawatthours
2024-01-05T08,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,279,megawatthours
2024-01-05T08,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3639,megawatthours
2024-01-05T08,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1090,megawatthours
2024-01-05T08,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4594,megawatthours
2024-01-05T08,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1443,megawatthours
2024-01-05T08,ZONA,West,NYIS,New York Independent System Operator,1714,megawatthours
2024-01-05T08,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1889,megawatthours
2024-01-05T08,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1092,megawatthours
2024-01-05T08,ZONH,Millwood,NYIS,New York Independent System Operator,308,megawatthours
2024-01-05T08,INDN,Independence Power & Light,SWPP,Southwest Power Pool,104,megawatthours
2024-01-05T08,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,49,megawatthours
2024-01-05T08,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1950,megawatthours
2024-01-05T08,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",11630,megawatthours
2024-01-05T08,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,815,megawatthours
2024-01-05T08,ZONK,Long Island,NYIS,New York Independent System Operator,1952,megawatthours
2024-01-05T08,ZONJ,New York City,NYIS,New York Independent System Operator,4743,megawatthours
2024-01-05T08,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5051,megawatthours
2024-01-05T08,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1038,megawatthours
2024-01-05T08,ZONC,Central,NYIS,New York Independent System Operator,1789,megawatthours
2024-01-05T08,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",17839,megawatthours
2024-01-05T08,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1114,megawatthours
2024-01-05T08,SECI,Sunflower Electric,SWPP,Southwest Power Pool,593,megawatthours
2024-01-05T08,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,47,megawatthours
2024-01-05T08,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,34,megawatthours
2024-01-05T08,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10310,megawatthours
2024-01-05T08,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2376,megawatthours
2024-01-05T08,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1241,megawatthours
2024-01-05T08,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1533,megawatthours
2024-01-05T08,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9583,megawatthours
2024-01-05T08,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",142,megawatthours
2024-01-05T08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,10970,megawatthours
2024-01-05T08,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,307,megawatthours
2024-01-05T08,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,83,megawatthours
2024-01-05T08,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6584,megawatthours
2024-01-05T08,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3704,megawatthours
2024-01-05T08,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4640,megawatthours
2024-01-05T08,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,897,megawatthours
2024-01-05T08,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,700,megawatthours
2024-01-05T08,LES,Lincoln Electric System,SWPP,Southwest Power Pool,359,megawatthours
2024-01-05T08,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2105,megawatthours
2024-01-05T08,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2031,megawatthours
2024-01-05T08,ZONB,Genesee,NYIS,New York Independent System Operator,1031,megawatthours
2024-01-05T08,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10316,megawatthours
2024-01-05T08,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10599,megawatthours
2024-01-05T08,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6435,megawatthours
2024-01-05T08,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2373,megawatthours
2024-01-05T08,WR,Westar Energy,SWPP,Southwest Power Pool,3364,megawatthours
2024-01-05T08,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10224,megawatthours
2024-01-05T08,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2338,megawatthours
2024-01-05T08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2411,megawatthours
2024-01-05T08,VEA,Valley Electric Association,CISO,California Independent System Operator,80,megawatthours
2024-01-05T07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,11487,megawatthours
2024-01-05T07,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4295,megawatthours
2024-01-05T07,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5269,megawatthours
2024-01-05T07,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,281,megawatthours
2024-01-05T07,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1096,megawatthours
2024-01-05T07,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4453,megawatthours
2024-01-05T07,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6741,megawatthours
2024-01-05T07,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-05T07,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,35,megawatthours
2024-01-05T07,SPRM,City of Springfield,SWPP,Southwest Power Pool,365,megawatthours
2024-01-05T07,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7574,megawatthours
2024-01-05T07,VEA,Valley Electric Association,CISO,California Independent System Operator,83,megawatthours
2024-01-05T07,SCE,Southern California Edison,CISO,California Independent System Operator,11595,megawatthours
2024-01-05T07,ZONJ,New York City,NYIS,New York Independent System Operator,4843,megawatthours
2024-01-05T07,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6438,megawatthours
2024-01-05T07,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",10807,megawatthours
2024-01-05T07,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1394,megawatthours
2024-01-05T07,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3711,megawatthours
2024-01-05T07,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1547,megawatthours
2024-01-05T07,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1210,megawatthours
2024-01-05T07,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,49,megawatthours
2024-01-05T07,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,819,megawatthours
2024-01-05T07,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,706,megawatthours
2024-01-05T07,ZONF,Capital,NYIS,New York Independent System Operator,1245,megawatthours
2024-01-05T07,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3625,megawatthours
2024-01-05T07,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,315,megawatthours
2024-01-05T07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2537,megawatthours
2024-01-05T07,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1465,megawatthours
2024-01-05T07,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1097,megawatthours
2024-01-05T07,ZONI,Dunwoodie,NYIS,New York Independent System Operator,565,megawatthours
2024-01-05T07,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10591,megawatthours
2024-01-05T07,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1948,megawatthours
2024-01-05T07,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15475,megawatthours
2024-01-05T07,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2058,megawatthours
2024-01-05T07,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1059,megawatthours
2024-01-05T07,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,48,megawatthours
2024-01-05T07,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1788,megawatthours
2024-01-05T07,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5054,megawatthours
2024-01-05T07,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",11889,megawatthours
2024-01-05T07,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",6760,megawatthours
2024-01-05T07,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3095,megawatthours
2024-01-05T07,Frep,Freeport,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-05T07,ZONC,Central,NYIS,New York Independent System Operator,1818,megawatthours
2024-01-05T07,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18135,megawatthours
2024-01-05T07,ZONB,Genesee,NYIS,New York Independent System Operator,1042,megawatthours
2024-01-05T07,INDN,Independence Power & Light,SWPP,Southwest Power Pool,107,megawatthours
2024-01-05T07,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2428,megawatthours
2024-01-05T07,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1053,megawatthours
2024-01-05T07,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3760,megawatthours
2024-01-05T07,ZONH,Millwood,NYIS,New York Independent System Operator,312,megawatthours
2024-01-05T07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9756,megawatthours
2024-01-05T07,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4703,megawatthours
2024-01-05T07,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",2963,megawatthours
2024-01-05T07,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,909,megawatthours
2024-01-05T07,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",16747,megawatthours
2024-01-05T07,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4617,megawatthours
2024-01-05T07,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2368,megawatthours
2024-01-05T07,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10164,megawatthours
2024-01-05T07,ZOND,North,NYIS,New York Independent System Operator,717,megawatthours
2024-01-05T07,LES,Lincoln Electric System,SWPP,Southwest Power Pool,368,megawatthours
2024-01-05T07,ZONA,West,NYIS,New York Independent System Operator,1734,megawatthours
2024-01-05T07,SECI,Sunflower Electric,SWPP,Southwest Power Pool,610,megawatthours
2024-01-05T07,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",144,megawatthours
2024-01-05T07,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,23,megawatthours
2024-01-05T07,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1903,megawatthours
2024-01-05T07,WR,Westar Energy,SWPP,Southwest Power Pool,3428,megawatthours
2024-01-05T07,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3271,megawatthours
2024-01-05T07,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2317,megawatthours
2024-01-05T07,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2101,megawatthours
2024-01-05T07,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19926,megawatthours
2024-01-05T07,ZONK,Long Island,NYIS,New York Independent System Operator,1988,megawatthours
2024-01-05T07,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1467,megawatthours
2024-01-05T07,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,83,megawatthours
2024-01-05T07,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1151,megawatthours
2024-01-05T07,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10272,megawatthours
2024-01-05T06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1081,megawatthours
2024-01-05T06,Frep,Freeport,PNM,Public Service Company of New Mexico,79,megawatthours
2024-01-05T06,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,724,megawatthours
2024-01-05T06,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3029,megawatthours
2024-01-05T06,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10908,megawatthours
2024-01-05T06,ZONC,Central,NYIS,New York Independent System Operator,1832,megawatthours
2024-01-05T06,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6469,megawatthours
2024-01-05T06,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1504,megawatthours
2024-01-05T06,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7068,megawatthours
2024-01-05T06,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6662,megawatthours
2024-01-05T06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,24,megawatthours
2024-01-05T06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2579,megawatthours
2024-01-05T06,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1632,megawatthours
2024-01-05T06,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2498,megawatthours
2024-01-05T06,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1489,megawatthours
2024-01-05T06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",10036,megawatthours
2024-01-05T06,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11205,megawatthours
2024-01-05T06,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4694,megawatthours
2024-01-05T06,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",149,megawatthours
2024-01-05T06,VEA,Valley Electric Association,CISO,California Independent System Operator,86,megawatthours
2024-01-05T06,ZONK,Long Island,NYIS,New York Independent System Operator,2069,megawatthours
2024-01-05T06,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5168,megawatthours
2024-01-05T06,SCE,Southern California Edison,CISO,California Independent System Operator,11874,megawatthours
2024-01-05T06,INDN,Independence Power & Light,SWPP,Southwest Power Pool,110,megawatthours
2024-01-05T06,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1067,megawatthours
2024-01-05T06,SPRM,City of Springfield,SWPP,Southwest Power Pool,372,megawatthours
2024-01-05T06,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1839,megawatthours
2024-01-05T06,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1426,megawatthours
2024-01-05T06,ZOND,North,NYIS,New York Independent System Operator,741,megawatthours
2024-01-05T06,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2337,megawatthours
2024-01-05T06,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4830,megawatthours
2024-01-05T06,SECI,Sunflower Electric,SWPP,Southwest Power Pool,629,megawatthours
2024-01-05T06,ZONH,Millwood,NYIS,New York Independent System Operator,316,megawatthours
2024-01-05T06,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3328,megawatthours
2024-01-05T06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,11998,megawatthours
2024-01-05T06,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3818,megawatthours
2024-01-05T06,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5361,megawatthours
2024-01-05T06,ZONJ,New York City,NYIS,New York Independent System Operator,5013,megawatthours
2024-01-05T06,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10302,megawatthours
2024-01-05T06,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12337,megawatthours
2024-01-05T06,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3663,megawatthours
2024-01-05T06,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,326,megawatthours
2024-01-05T06,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3822,megawatthours
2024-01-05T06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,584,megawatthours
2024-01-05T06,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15365,megawatthours
2024-01-05T06,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1111,megawatthours
2024-01-05T06,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4524,megawatthours
2024-01-05T06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,930,megawatthours
2024-01-05T06,ZONB,Genesee,NYIS,New York Independent System Operator,1056,megawatthours
2024-01-05T06,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2090,megawatthours
2024-01-05T06,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1946,megawatthours
2024-01-05T06,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,286,megawatthours
2024-01-05T06,WR,Westar Energy,SWPP,Southwest Power Pool,3515,megawatthours
2024-01-05T06,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",18343,megawatthours
2024-01-05T06,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",3125,megawatthours
2024-01-05T06,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1972,megawatthours
2024-01-05T06,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2325,megawatthours
2024-01-05T06,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1122,megawatthours
2024-01-05T06,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-05T06,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,51,megawatthours
2024-01-05T06,ZONA,West,NYIS,New York Independent System Operator,1764,megawatthours
2024-01-05T06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",20186,megawatthours
2024-01-05T06,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4379,megawatthours
2024-01-05T06,LES,Lincoln Electric System,SWPP,Southwest Power Pool,382,megawatthours
2024-01-05T06,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1216,megawatthours
2024-01-05T06,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,828,megawatthours
2024-01-05T06,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10216,megawatthours
2024-01-05T06,ZONF,Capital,NYIS,New York Independent System Operator,1275,megawatthours
2024-01-05T06,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1318,megawatthours
2024-01-05T06,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-05T06,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2130,megawatthours
2024-01-05T06,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7754,megawatthours
2024-01-05T06,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",16808,megawatthours
2024-01-05T06,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,49,megawatthours
2024-01-05T06,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,36,megawatthours
2024-01-05T05,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",1694,megawatthours
2024-01-05T05,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",11364,megawatthours
2024-01-05T05,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-05T05,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",20675,megawatthours
2024-01-05T05,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3958,megawatthours
2024-01-05T05,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2352,megawatthours
2024-01-05T05,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",5032,megawatthours
2024-01-05T05,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,26,megawatthours
2024-01-05T05,ZONI,Dunwoodie,NYIS,New York Independent System Operator,607,megawatthours
2024-01-05T05,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15558,megawatthours
2024-01-05T05,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1507,megawatthours
2024-01-05T05,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,2074,megawatthours
2024-01-05T05,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1938,megawatthours
2024-01-05T05,Frep,Freeport,PNM,Public Service Company of New Mexico,80,megawatthours
2024-01-05T05,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3330,megawatthours
2024-01-05T05,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7958,megawatthours
2024-01-05T05,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4524,megawatthours
2024-01-05T05,INDN,Independence Power & Light,SWPP,Southwest Power Pool,117,megawatthours
2024-01-05T05,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1458,megawatthours
2024-01-05T05,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",157,megawatthours
2024-01-05T05,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4857,megawatthours
2024-01-05T05,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,837,megawatthours
2024-01-05T05,VEA,Valley Electric Association,CISO,California Independent System Operator,86,megawatthours
2024-01-05T05,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,746,megawatthours
2024-01-05T05,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,954,megawatthours
2024-01-05T05,ZONB,Genesee,NYIS,New York Independent System Operator,1095,megawatthours
2024-01-05T05,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3440,megawatthours
2024-01-05T05,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7489,megawatthours
2024-01-05T05,ZONC,Central,NYIS,New York Independent System Operator,1888,megawatthours
2024-01-05T05,WR,Westar Energy,SWPP,Southwest Power Pool,3675,megawatthours
2024-01-05T05,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1142,megawatthours
