period,subba,subba-name,parent,parent-name,value,value-units
2024-01-03T08,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,833,megawatthours
2024-01-03T08,ZONI,Dunwoodie,NYIS,New York Independent System Operator,518,megawatthours
2024-01-03T08,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4359,megawatthours
2024-01-03T08,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",1971,megawatthours
2024-01-03T08,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6060,megawatthours
2024-01-03T08,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,22,megawatthours
2024-01-03T08,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",9727,megawatthours
2024-01-03T08,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3808,megawatthours
2024-01-03T07,ZONC,Central,NYIS,New York Independent System Operator,1594,megawatthours
2024-01-03T07,SCE,Southern California Edison,CISO,California Independent System Operator,11612,megawatthours
2024-01-03T07,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,326,megawatthours
2024-01-03T07,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,35,megawatthours
2024-01-03T07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2419,megawatthours
2024-01-03T07,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1065,megawatthours
2024-01-03T07,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16576,megawatthours
2024-01-03T07,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1754,megawatthours
2024-01-03T07,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1408,megawatthours
2024-01-03T07,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4042,megawatthours
2024-01-03T07,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7242,megawatthours
2024-01-03T07,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7380,megawatthours
2024-01-03T07,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15524,megawatthours
2024-01-03T07,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1148,megawatthours
2024-01-03T07,SPRM,City of Springfield,SWPP,Southwest Power Pool,355,megawatthours
2024-01-03T07,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1020,megawatthours
2024-01-03T07,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3443,megawatthours
2024-01-03T07,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5299,megawatthours
2024-01-03T07,ZONI,Dunwoodie,NYIS,New York Independent System Operator,531,megawatthours
2024-01-03T07,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",9881,megawatthours
2024-01-03T07,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1899,megawatthours
2024-01-03T07,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1506,megawatthours
2024-01-03T07,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2168,megawatthours
2024-01-03T07,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",1970,megawatthours
2024-01-03T07,ZONB,Genesee,NYIS,New York Independent System Operator,983,megawatthours
2024-01-03T07,VEA,Valley Electric Association,CISO,California Independent System Operator,83,megawatthours
2024-01-03T07,ZONH,Millwood,NYIS,New York Independent System Operator,299,megawatthours
2024-01-03T07,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6079,megawatthours
2024-01-03T07,ZONK,Long Island,NYIS,New York Independent System Operator,1911,megawatthours
2024-01-03T07,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,703,megawatthours
2024-01-03T07,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",2910,megawatthours
2024-01-03T07,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2320,megawatthours
2024-01-03T07,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2312,megawatthours
2024-01-03T07,ZONG,Hudson Valley,NYIS,New York Independent System Operator,985,megawatthours
2024-01-03T07,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10250,megawatthours
2024-01-03T07,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-03T07,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1104,megawatthours
2024-01-03T07,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,51,megawatthours
2024-01-03T07,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,23,megawatthours
2024-01-03T07,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,80,megawatthours
2024-01-03T07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,11578,megawatthours
2024-01-03T07,Frep,Freeport,PNM,Public Service Company of New Mexico,79,megawatthours
2024-01-03T07,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1829,megawatthours
2024-01-03T07,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3146,megawatthours
2024-01-03T07,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15372,megawatthours
2024-01-03T07,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,834,megawatthours
2024-01-03T07,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,48,megawatthours
2024-01-03T07,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4311,megawatthours
2024-01-03T07,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",2032,megawatthours
2024-01-03T07,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9625,megawatthours
2024-01-03T07,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",12738,megawatthours
2024-01-03T07,ZONF,Capital,NYIS,New York Independent System Operator,1181,megawatthours
2024-01-03T07,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3159,megawatthours
2024-01-03T07,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1472,megawatthours
2024-01-03T07,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4771,megawatthours
2024-01-03T07,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,276,megawatthours
2024-01-03T07,ZONA,West,NYIS,New York Independent System Operator,1654,megawatthours
2024-01-03T07,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",9828,megawatthours
2024-01-03T07,WR,Westar Energy,SWPP,Southwest Power Pool,3419,megawatthours
2024-01-03T07,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3782,megawatthours
2024-01-03T07,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",19532,megawatthours
2024-01-03T07,INDN,Independence Power & Light,SWPP,Southwest Power Pool,104,megawatthours
2024-01-03T07,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",143,megawatthours
2024-01-03T07,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11285,megawatthours
2024-01-03T07,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",6099,megawatthours
2024-01-03T07,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2015,megawatthours
2024-01-03T07,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",4990,megawatthours
2024-01-03T07,ZONJ,New York City,NYIS,New York Independent System Operator,4570,megawatthours
2024-01-03T07,SECI,Sunflower Electric,SWPP,Southwest Power Pool,621,megawatthours
2024-01-03T07,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1420,megawatthours
2024-01-03T07,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,801,megawatthours
2024-01-03T07,ZOND,North,NYIS,New York Independent System Operator,662,megawatthours
2024-01-03T07,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4422,megawatthours
2024-01-03T07,LES,Lincoln Electric System,SWPP,Southwest Power Pool,366,megawatthours
2024-01-03T07,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3837,megawatthours
2024-01-03T06,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,821,megawatthours
2024-01-03T06,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,331,megawatthours
2024-01-03T06,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1029,megawatthours
2024-01-03T06,INDN,Independence Power & Light,SWPP,Southwest Power Pool,108,megawatthours
2024-01-03T06,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,3907,megawatthours
2024-01-03T06,LAC,Los Alamos County,PNM,Public Service Company of New Mexico,82,megawatthours
2024-01-03T06,KAFB,Kirtland Air Force Base,PNM,Public Service Company of New Mexico,48,megawatthours
2024-01-03T06,VEA,Valley Electric Association,CISO,California Independent System Operator,84,megawatthours
2024-01-03T06,SPRM,City of Springfield,SWPP,Southwest Power Pool,362,megawatthours
2024-01-03T06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,12122,megawatthours
2024-01-03T06,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4357,megawatthours
2024-01-03T06,WFEC,Western Farmers Electric Cooperative,SWPP,Southwest Power Pool,1168,megawatthours
2024-01-03T06,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,842,megawatthours
2024-01-03T06,CYGA,City of Gallup,PNM,Public Service Company of New Mexico,24,megawatthours
2024-01-03T06,Frep,Freeport,PNM,Public Service Company of New Mexico,78,megawatthours
2024-01-03T06,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1904,megawatthours
2024-01-03T06,ZONK,Long Island,NYIS,New York Independent System Operator,2000,megawatthours
2024-01-03T06,ZONF,Capital,NYIS,New York Independent System Operator,1214,megawatthours
2024-01-03T06,BC,Baltimore Gas & Electric zone,PJM,"PJM Interconnection, LLC",3494,megawatthours
2024-01-03T06,PS,Public Service Electric & Gas zone,PJM,"PJM Interconnection, LLC",4553,megawatthours
2024-01-03T06,ZONA,West,NYIS,New York Independent System Operator,1686,megawatthours
2024-01-03T06,8910,"Zones 8, 9, and 10",MISO,"Midcontinent Independent System Operator, Inc.",20052,megawatthours
2024-01-03T06,PL,Pennsylvania Power & Light zone,PJM,"PJM Interconnection, LLC",4828,megawatthours
2024-01-03T06,PE,PECO Energy zone,PJM,"PJM Interconnection, LLC",4135,megawatthours
2024-01-03T06,SCEN,South Central,ERCO,"Electric Reliability Council of Texas, Inc.",7706,megawatthours
2024-01-03T06,1,Zone 1,MISO,"Midcontinent Independent System Operator, Inc.",10632,megawatthours
2024-01-03T06,SECI,Sunflower Electric,SWPP,Southwest Power Pool,629,megawatthours
2024-01-03T06,ZONB,Genesee,NYIS,New York Independent System Operator,1000,megawatthours
2024-01-03T06,ZOND,North,NYIS,New York Independent System Operator,669,megawatthours
2024-01-03T06,RECO,Rockland Electric (East) zone,PJM,"PJM Interconnection, LLC",148,megawatthours
2024-01-03T06,NRTH,North,ERCO,"Electric Reliability Council of Texas, Inc.",1438,megawatthours
2024-01-03T06,ZONJ,New York City,NYIS,New York Independent System Operator,4754,megawatthours
2024-01-03T06,35,Zones 3 and 5,MISO,"Midcontinent Independent System Operator, Inc.",10056,megawatthours
2024-01-03T06,DEOK,Duke Energy Ohio/Kentucky zone,PJM,"PJM Interconnection, LLC",2940,megawatthours
2024-01-03T06,ZONI,Dunwoodie,NYIS,New York Independent System Operator,544,megawatthours
2024-01-03T06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2582,megawatthours
2024-01-03T06,WEST,West,ERCO,"Electric Reliability Council of Texas, Inc.",1498,megawatthours
2024-01-03T06,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1791,megawatthours
2024-01-03T06,WR,Westar Energy,SWPP,Southwest Power Pool,3497,megawatthours
2024-01-03T06,SCE,Southern California Edison,CISO,California Independent System Operator,11772,megawatthours
2024-01-03T06,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,712,megawatthours
2024-01-03T06,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3795,megawatthours
2024-01-03T06,NTUA,Navajo Tribal Utility Authority,PNM,Public Service Company of New Mexico,36,megawatthours
2024-01-03T06,CSWS,AEPW American Electric Power West,SWPP,Southwest Power Pool,5414,megawatthours
2024-01-03T06,LES,Lincoln Electric System,SWPP,Southwest Power Pool,376,megawatthours
2024-01-03T06,KCEC,Kit Carson Electric Cooperative,PNM,Public Service Company of New Mexico,53,megawatthours
2024-01-03T06,AEP,American Electric Power zone,PJM,"PJM Interconnection, LLC",15623,megawatthours
2024-01-03T06,ME,Metropolitan Edison zone,PJM,"PJM Interconnection, LLC",1864,megawatthours
2024-01-03T06,ATSI,"American Transmission Systems, Inc. zone",PJM,"PJM Interconnection, LLC",7380,megawatthours
2024-01-03T06,4,Zone 4,MISO,"Midcontinent Independent System Operator, Inc.",5077,megawatthours
2024-01-03T06,FWES,Far West,ERCO,"Electric Reliability Council of Texas, Inc.",5907,megawatthours
2024-01-03T06,EAST,East,ERCO,"Electric Reliability Council of Texas, Inc.",2125,megawatthours
2024-01-03T06,SOUT,South,ERCO,"Electric Reliability Council of Texas, Inc.",3267,megawatthours
2024-01-03T06,Jica,Jicarilla Apache Nation,PNM,Public Service Company of New Mexico,3,megawatthours
2024-01-03T06,DAY,Dayton Power & Light zone,PJM,"PJM Interconnection, LLC",2017,megawatthours
2024-01-03T06,PN,Pennsylvania Electric zone,PJM,"PJM Interconnection, LLC",2036,megawatthours
2024-01-03T06,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1532,megawatthours
2024-01-03T06,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,281,megawatthours
2024-01-03T06,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2386,megawatthours
2024-01-03T06,DOM,Dominion Virginia Power zone,PJM,"PJM Interconnection, LLC",15373,megawatthours
2024-01-03T06,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6149,megawatthours
2024-01-03T06,ZONH,Millwood,NYIS,New York Independent System Operator,305,megawatthours
2024-01-03T06,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",13245,megawatthours
2024-01-03T06,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1091,megawatthours
2024-01-03T06,COAS,Coast,ERCO,"Electric Reliability Council of Texas, Inc.",11642,megawatthours
2024-01-03T06,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16610,megawatthours
2024-01-03T06,DPL,Delmarva Power & Light zone,PJM,"PJM Interconnection, LLC",2341,megawatthours
2024-01-03T06,EKPC,East Kentucky Power Cooperative zone,PJM,"PJM Interconnection, LLC",2166,megawatthours
2024-01-03T06,CE,Commonwealth Edison zone,PJM,"PJM Interconnection, LLC",9941,megawatthours
2024-01-03T06,6,Zone 6,MISO,"Midcontinent Independent System Operator, Inc.",10046,megawatthours
2024-01-03T06,PEP,Potomac Electric Power zone,PJM,"PJM Interconnection, LLC",3218,megawatthours
2024-01-03T06,DUQ,Duquesne Lighting Company zone,PJM,"PJM Interconnection, LLC",1456,megawatthours
2024-01-03T06,ZONG,Hudson Valley,NYIS,New York Independent System Operator,1021,megawatthours
2024-01-03T06,PNM,PNM System Firm Load,PNM,Public Service Company of New Mexico,1145,megawatthours
2024-01-03T06,ZONC,Central,NYIS,New York Independent System Operator,1620,megawatthours
2024-01-03T05,ZONA,West,NYIS,New York Independent System Operator,1744,megawatthours
2024-01-03T05,ZONF,Capital,NYIS,New York Independent System Operator,1269,megawatthours
2024-01-03T05,MPS,KCP&L Greater Missouri Operations,SWPP,Southwest Power Pool,1083,megawatthours
2024-01-03T05,ZONJ,New York City,NYIS,New York Independent System Operator,5004,megawatthours
2024-01-03T05,GRDA,Grand River Dam Authority,SWPP,Southwest Power Pool,856,megawatthours
2024-01-03T05,ZONK,Long Island,NYIS,New York Independent System Operator,2118,megawatthours
2024-01-03T05,KCPL,Kansas City Power & Light,SWPP,Southwest Power Pool,1865,megawatthours
2024-01-03T05,ZONE,Mohawk Valley,NYIS,New York Independent System Operator,853,megawatthours
2024-01-03T05,SPS,Southwestern Public Service Company,SWPP,Southwest Power Pool,3824,megawatthours
2024-01-03T05,Frep,Freeport,PNM,Public Service Company of New Mexico,77,megawatthours
2024-01-03T05,KACY,Kansas City Board of Public Utilities,SWPP,Southwest Power Pool,286,megawatthours
2024-01-03T05,LES,Lincoln Electric System,SWPP,Southwest Power Pool,393,megawatthours
2024-01-03T05,INDN,Independence Power & Light,SWPP,Southwest Power Pool,113,megawatthours
2024-01-03T05,SPRM,City of Springfield,SWPP,Southwest Power Pool,375,megawatthours
2024-01-03T05,OKGE,Oklahoma Gas and Electric Co.,SWPP,Southwest Power Pool,4028,megawatthours
2024-01-03T05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,2623,megawatthours
2024-01-03T05,NPPD,Nebraska Public Power District,SWPP,Southwest Power Pool,1969,megawatthours
2024-01-03T05,27,Zones 2 and 7,MISO,"Midcontinent Independent System Operator, Inc.",16886,megawatthours
2024-01-03T05,TSGT,Tri-State Generation and Transmission,PNM,Public Service Company of New Mexico,336,megawatthours
2024-01-03T05,WAUE,Western Area Power Upper Great Plains East,SWPP,Southwest Power Pool,4418,megawatthours
2024-01-03T05,ZONB,Genesee,NYIS,New York Independent System Operator,1046,megawatthours
2024-01-03T05,EDE,Empire District Electric Company,SWPP,Southwest Power Pool,730,megawatthours
2024-01-03T05,AP,Allegheny Power zone,PJM,"PJM Interconnection, LLC",6325,megawatthours
2024-01-03T05,NCEN,North Central,ERCO,"Electric Reliability Council of Texas, Inc.",14072,megawatthours
2024-01-03T05,OPPD,Omaha Public Power District,SWPP,Southwest Power Pool,1586,megawatthours
2024-01-03T05,JC,Jersey Central Power & Light zone,PJM,"PJM Interconnection, LLC",2488,megawatthours
2024-01-03T05,AE,Atlantic Electric zone,PJM,"PJM Interconnection, LLC",1140,megawatthours
