period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-04T15,FPC,"Duke Energy Florida, Inc.",COL,Coal,559,megawatthours
2024-01-04T15,TIDC,Turlock Irrigation District,WAT,Hydro,13,megawatthours
2024-01-04T15,CISO,California Independent System Operator,WAT,Hydro,2128,megawatthours
2024-01-04T15,CISO,California Independent System Operator,WND,Wind,2514,megawatthours
2024-01-04T15,AVA,Avista Corporation,OTH,Other,135,megawatthours
2024-01-04T15,MIDW,Midwest,WAT,Hydro,1967,megawatthours
2024-01-04T15,TEPC,Tucson Electric Power,COL,Coal,757,megawatthours
2024-01-04T15,SWPP,Southwest Power Pool,NG,Natural gas,10830,megawatthours
2024-01-04T15,IID,Imperial Irrigation District,OTH,Other,512,megawatthours
2024-01-04T15,SC,South Carolina Public Service Authority,WAT,Hydro,163,megawatthours
2024-01-04T15,FPL,Florida Power & Light Co.,NG,Natural gas,6791,megawatthours
2024-01-04T15,PNM,Public Service Company of New Mexico,WAT,Hydro,0,megawatthours
2024-01-04T15,TEN,Tennessee,OTH,Other,26,megawatthours
2024-01-04T15,NW,Northwest,NG,Natural gas,13675,megawatthours
2024-01-04T15,CENT,Central,OIL,Petroleum,50,megawatthours
2024-01-04T15,AVRN,"Avangrid Renewables, LLC",WND,Wind,297,megawatthours
2024-01-04T15,CPLE,Duke Energy Progress East,NG,Natural gas,1681,megawatthours
2024-01-04T15,SCEG,"Dominion Energy South Carolina, Inc.",NG,Natural gas,1126,megawatthours
2024-01-04T15,SC,South Carolina Public Service Authority,SUN,Solar,191,megawatthours
2024-01-04T15,PGE,Portland General Electric Company,OTH,Other,5,megawatthours
2024-01-04T15,PNM,Public Service Company of New Mexico,OTH,Other,-3,megawatthours
2024-01-04T15,SRP,Salt River Project Agricultural Improvement and Power District,OTH,Other,9,megawatthours
2024-01-04T15,SWPP,Southwest Power Pool,WAT,Hydro,1225,megawatthours
2024-01-04T15,FMPP,Florida Municipal Power Pool,OTH,Other,20,megawatthours
2024-01-04T15,TVA,Tennessee Valley Authority,OIL,Petroleum,0,megawatthours
2024-01-04T15,PGE,Portland General Electric Company,WAT,Hydro,283,megawatthours
2024-01-04T15,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,3,megawatthours
2024-01-04T15,ISNE,ISO New England,SUN,Solar,83,megawatthours
2024-01-04T15,SE,Southeast,WAT,Hydro,1907,megawatthours
2024-01-04T15,SC,South Carolina Public Service Authority,COL,Coal,2012,megawatthours
2024-01-04T15,PGE,Portland General Electric Company,WND,Wind,0,megawatthours
2024-01-04T15,NY,New York,SUN,Solar,0,megawatthours
2024-01-04T15,NYIS,New York Independent System Operator,SUN,Solar,0,megawatthours
2024-01-04T15,NY,New York,WAT,Hydro,3748,megawatthours
2024-01-04T15,CAL,California,OIL,Petroleum,46,megawatthours
2024-01-04T15,PJM,"PJM Interconnection, LLC",OIL,Petroleum,232,megawatthours
2024-01-04T15,NW,Northwest,SUN,Solar,14,megawatthours
2024-01-04T15,PSEI,"Puget Sound Energy, Inc.",OIL,Petroleum,0,megawatthours
2024-01-04T15,NEVP,Nevada Power Company,NUC,Nuclear,0,megawatthours
2024-01-04T15,MIDA,Mid-Atlantic,OIL,Petroleum,232,megawatthours
2024-01-04T15,AZPS,Arizona Public Service Company,WND,Wind,135,megawatthours
2024-01-04T15,BANC,Balancing Authority of Northern California,WAT,Hydro,335,megawatthours
2024-01-04T14,TEN,Tennessee,SUN,Solar,15,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,531,megawatthours
2024-01-04T14,CENT,Central,OIL,Petroleum,72,megawatthours
2024-01-04T14,JEA,JEA,OIL,Petroleum,0,megawatthours
2024-01-04T14,PGE,Portland General Electric Company,OTH,Other,4,megawatthours
2024-01-04T14,CAR,Carolinas,OIL,Petroleum,0,megawatthours
2024-01-04T14,BPAT,Bonneville Power Administration,WND,Wind,920,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,COL,Coal,836,megawatthours
2024-01-04T14,TEC,Tampa Electric Company,SUN,Solar,39,megawatthours
2024-01-04T14,DUK,Duke Energy Carolinas,WAT,Hydro,755,megawatthours
2024-01-04T14,JEA,JEA,SUN,Solar,8,megawatthours
2024-01-04T14,WACM,Western Area Power Administration - Rocky Mountain Region,COL,Coal,3660,megawatthours
2024-01-04T14,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,259,megawatthours
2024-01-04T14,DUK,Duke Energy Carolinas,NUC,Nuclear,7384,megawatthours
2024-01-04T14,PGE,Portland General Electric Company,WAT,Hydro,253,megawatthours
2024-01-04T14,CPLW,Duke Energy Progress West,OTH,Other,181,megawatthours
2024-01-04T14,PSCO,Public Service Company of Colorado,WND,Wind,996,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,OTH,Other,130,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,WAT,Hydro,1203,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",WND,Wind,1939,megawatthours
2024-01-04T14,CAR,Carolinas,OTH,Other,1348,megawatthours
2024-01-04T14,PACW,PacifiCorp West,OTH,Other,46,megawatthours
2024-01-04T14,FPC,"Duke Energy Florida, Inc.",SUN,Solar,283,megawatthours
2024-01-04T14,NE,New England,NG,Natural gas,7129,megawatthours
2024-01-04T14,FPL,Florida Power & Light Co.,NG,Natural gas,7032,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,WAT,Hydro,3025,megawatthours
2024-01-04T14,SE,Southeast,WAT,Hydro,3228,megawatthours
2024-01-04T14,TIDC,Turlock Irrigation District,WAT,Hydro,13,megawatthours
2024-01-04T14,US48,United States Lower 48,NUC,Nuclear,92727,megawatthours
2024-01-04T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,COL,Coal,4119,megawatthours
2024-01-04T14,WALC,Western Area Power Administration - Desert Southwest Region,NG,Natural gas,534,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",WAT,Hydro,3025,megawatthours
2024-01-04T14,PSCO,Public Service Company of Colorado,OIL,Petroleum,0,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,NG,Natural gas,2781,megawatthours
2024-01-04T14,AVRN,"Avangrid Renewables, LLC",NG,Natural gas,348,megawatthours
2024-01-04T14,LDWP,Los Angeles Department of Water and Power,OTH,Other,231,megawatthours
2024-01-04T14,NE,New England,WAT,Hydro,1156,megawatthours
2024-01-04T14,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,-1,megawatthours
2024-01-04T14,MIDW,Midwest,COL,Coal,32404,megawatthours
2024-01-04T14,NW,Northwest,NUC,Nuclear,1156,megawatthours
2024-01-04T14,CENT,Central,OTH,Other,50,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,9135,megawatthours
2024-01-04T14,ISNE,ISO New England,WND,Wind,71,megawatthours
2024-01-04T14,CPLW,Duke Energy Progress West,COL,Coal,0,megawatthours
2024-01-04T14,CAR,Carolinas,WAT,Hydro,1331,megawatthours
2024-01-04T14,FPL,Florida Power & Light Co.,SUN,Solar,874,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",COL,Coal,9708,megawatthours
2024-01-04T14,TEN,Tennessee,NUC,Nuclear,8548,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,OIL,Petroleum,72,megawatthours
2024-01-04T14,FMPP,Florida Municipal Power Pool,SUN,Solar,5,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,COL,Coal,0,megawatthours
2024-01-04T14,CAR,Carolinas,NG,Natural gas,7462,megawatthours
2024-01-04T14,PACE,PacifiCorp East,OTH,Other,76,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,NUC,Nuclear,8548,megawatthours
2024-01-04T14,LDWP,Los Angeles Department of Water and Power,WND,Wind,36,megawatthours
2024-01-04T14,CAR,Carolinas,COL,Coal,9194,megawatthours
2024-01-04T14,NW,Northwest,WAT,Hydro,11884,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,127,megawatthours
2024-01-04T14,IID,Imperial Irrigation District,NG,Natural gas,81,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,NUC,Nuclear,3294,megawatthours
2024-01-04T14,NY,New York,OIL,Petroleum,20,megawatthours
2024-01-04T14,FLA,Florida,SUN,Solar,1218,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,WND,Wind,1774,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,NG,Natural gas,8624,megawatthours
2024-01-04T14,FPC,"Duke Energy Florida, Inc.",OIL,Petroleum,24,megawatthours
2024-01-04T14,AVA,Avista Corporation,NG,Natural gas,417,megawatthours
2024-01-04T14,SW,Southwest,OTH,Other,128,megawatthours
2024-01-04T14,AVA,Avista Corporation,WAT,Hydro,398,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,OIL,Petroleum,0,megawatthours
2024-01-04T14,CENT,Central,WAT,Hydro,2367,megawatthours
2024-01-04T14,LDWP,Los Angeles Department of Water and Power,WAT,Hydro,27,megawatthours
2024-01-04T14,NW,Northwest,OIL,Petroleum,20,megawatthours
2024-01-04T14,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",WAT,Hydro,181,megawatthours
2024-01-04T14,FMPP,Florida Municipal Power Pool,OTH,Other,21,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,OTH,Other,162,megawatthours
2024-01-04T14,CAL,California,OIL,Petroleum,46,megawatthours
2024-01-04T14,PACE,PacifiCorp East,NG,Natural gas,1439,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,SUN,Solar,0,megawatthours
2024-01-04T14,CAR,Carolinas,NUC,Nuclear,12084,megawatthours
2024-01-04T14,FLA,Florida,WAT,Hydro,21,megawatthours
2024-01-04T14,TEPC,Tucson Electric Power,SUN,Solar,0,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,NG,Natural gas,2001,megawatthours
2024-01-04T14,SEPA,Southeastern Power Administration,WAT,Hydro,946,megawatthours
2024-01-04T14,NW,Northwest,SUN,Solar,-9,megawatthours
2024-01-04T14,TEN,Tennessee,COL,Coal,4499,megawatthours
2024-01-04T14,GVL,Gainesville Regional Utilities,COL,Coal,0,megawatthours
2024-01-04T14,TEPC,Tucson Electric Power,WND,Wind,252,megawatthours
2024-01-04T14,MIDW,Midwest,OIL,Petroleum,0,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,NG,Natural gas,859,megawatthours
2024-01-04T14,CISO,California Independent System Operator,WAT,Hydro,1903,megawatthours
2024-01-04T14,FPC,"Duke Energy Florida, Inc.",NG,Natural gas,3569,megawatthours
2024-01-04T14,WALC,Western Area Power Administration - Desert Southwest Region,WAT,Hydro,257,megawatthours
2024-01-04T14,GVL,Gainesville Regional Utilities,OTH,Other,49,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,WAT,Hydro,57,megawatthours
2024-01-04T14,FMPP,Florida Municipal Power Pool,COL,Coal,108,megawatthours
2024-01-04T14,NY,New York,OTH,Other,162,megawatthours
2024-01-04T14,SEC,Seminole Electric Cooperative,SUN,Solar,0,megawatthours
2024-01-04T14,TAL,City of Tallahassee,NG,Natural gas,416,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,OIL,Petroleum,223,megawatthours
2024-01-04T14,CPLW,Duke Energy Progress West,SUN,Solar,0,megawatthours
2024-01-04T14,DUK,Duke Energy Carolinas,OTH,Other,9,megawatthours
2024-01-04T14,BPAT,Bonneville Power Administration,WAT,Hydro,5900,megawatthours
2024-01-04T14,MIDW,Midwest,SUN,Solar,54,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,SUN,Solar,0,megawatthours
2024-01-04T14,FPC,"Duke Energy Florida, Inc.",COL,Coal,707,megawatthours
2024-01-04T14,SE,Southeast,SUN,Solar,531,megawatthours
2024-01-04T14,SPA,Southwestern Power Administration,OTH,Other,0,megawatthours
2024-01-04T14,SW,Southwest,COL,Coal,3291,megawatthours
2024-01-04T14,SCEG,"Dominion Energy South Carolina, Inc.",COL,Coal,873,megawatthours
2024-01-04T14,FLA,Florida,NG,Natural gas,16693,megawatthours
2024-01-04T14,PGE,Portland General Electric Company,NG,Natural gas,845,megawatthours
2024-01-04T14,CAR,Carolinas,SUN,Solar,1168,megawatthours
2024-01-04T14,PNM,Public Service Company of New Mexico,OTH,Other,-3,megawatthours
2024-01-04T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,OIL,Petroleum,0,megawatthours
2024-01-04T14,AECI,"Associated Electric Cooperative, Inc.",NG,Natural gas,1482,megawatthours
2024-01-04T14,FPL,Florida Power & Light Co.,NUC,Nuclear,2767,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",NUC,Nuclear,32513,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,NG,Natural gas,2456,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",NG,Natural gas,50787,megawatthours
2024-01-04T14,LDWP,Los Angeles Department of Water and Power,SUN,Solar,0,megawatthours
2024-01-04T14,IPCO,Idaho Power Company,OTH,Other,125,megawatthours
2024-01-04T14,PACE,PacifiCorp East,WND,Wind,310,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,OTH,Other,1172,megawatthours
2024-01-04T14,CISO,California Independent System Operator,SUN,Solar,-46,megawatthours
2024-01-04T14,SCEG,"Dominion Energy South Carolina, Inc.",NG,Natural gas,1365,megawatthours
2024-01-04T14,HST,City of Homestead,NG,Natural gas,0,megawatthours
2024-01-04T14,IPCO,Idaho Power Company,NG,Natural gas,670,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,OTH,Other,542,megawatthours
2024-01-04T14,NE,New England,WND,Wind,71,megawatthours
2024-01-04T14,NE,New England,COL,Coal,5,megawatthours
2024-01-04T14,US48,United States Lower 48,NG,Natural gas,232406,megawatthours
2024-01-04T14,TEX,Texas,NG,Natural gas,26009,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",OTH,Other,25,megawatthours
2024-01-04T14,FLA,Florida,COL,Coal,1855,megawatthours
2024-01-04T14,SE,Southeast,OTH,Other,70,megawatthours
2024-01-04T14,TEN,Tennessee,WND,Wind,6,megawatthours
2024-01-04T14,NY,New York,WAT,Hydro,3728,megawatthours
2024-01-04T14,SC,South Carolina Public Service Authority,OIL,Petroleum,0,megawatthours
2024-01-04T14,DEAA,"Arlington Valley, LLC",NG,Natural gas,576,megawatthours
2024-01-04T14,NWMT,NorthWestern Corporation,NG,Natural gas,139,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,NUC,Nuclear,1841,megawatthours
2024-01-04T14,ISNE,ISO New England,COL,Coal,5,megawatthours
2024-01-04T14,TEX,Texas,OTH,Other,357,megawatthours
2024-01-04T14,IID,Imperial Irrigation District,WAT,Hydro,8,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,WND,Wind,6,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",COL,Coal,6208,megawatthours
2024-01-04T14,WALC,Western Area Power Administration - Desert Southwest Region,WND,Wind,-1,megawatthours
2024-01-04T14,IID,Imperial Irrigation District,OTH,Other,514,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,7,megawatthours
2024-01-04T14,US48,United States Lower 48,COL,Coal,103950,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",NG,Natural gas,871,megawatthours
2024-01-04T14,FPL,Florida Power & Light Co.,OTH,Other,4008,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,0,megawatthours
2024-01-04T14,SW,Southwest,WND,Wind,1307,megawatthours
2024-01-04T14,SW,Southwest,OIL,Petroleum,0,megawatthours
2024-01-04T14,PACW,PacifiCorp West,NG,Natural gas,0,megawatthours
2024-01-04T14,CENT,Central,NG,Natural gas,11438,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",WND,Wind,1774,megawatthours
2024-01-04T14,AVA,Avista Corporation,WND,Wind,22,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,WND,Wind,12610,megawatthours
2024-01-04T14,PSEI,"Puget Sound Energy, Inc.",WND,Wind,181,megawatthours
2024-01-04T14,CAL,California,SUN,Solar,-46,megawatthours
2024-01-04T14,ISNE,ISO New England,OTH,Other,605,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,NG,Natural gas,7468,megawatthours
2024-01-04T14,CAL,California,WAT,Hydro,2274,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",NG,Natural gas,41930,megawatthours
2024-01-04T14,TEPC,Tucson Electric Power,OTH,Other,0,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",OIL,Petroleum,-1,megawatthours
2024-01-04T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,0,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,NUC,Nuclear,32513,megawatthours
2024-01-04T14,CAL,California,WND,Wind,2698,megawatthours
2024-01-04T14,TEX,Texas,WAT,Hydro,3,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,OIL,Petroleum,0,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,NG,Natural gas,50787,megawatthours
2024-01-04T14,TEC,Tampa Electric Company,OIL,Petroleum,0,megawatthours
2024-01-04T14,CISO,California Independent System Operator,COL,Coal,0,megawatthours
2024-01-04T14,DUK,Duke Energy Carolinas,NG,Natural gas,3220,megawatthours
2024-01-04T14,PSCO,Public Service Company of Colorado,SUN,Solar,-7,megawatthours
2024-01-04T14,SCL,Seattle City Light,WAT,Hydro,314,megawatthours
2024-01-04T14,BANC,Balancing Authority of Northern California,SUN,Solar,0,megawatthours
2024-01-04T14,CISO,California Independent System Operator,OIL,Petroleum,46,megawatthours
2024-01-04T14,PACE,PacifiCorp East,SUN,Solar,0,megawatthours
2024-01-04T14,NY,New York,NG,Natural gas,8624,megawatthours
2024-01-04T14,BANC,Balancing Authority of Northern California,WAT,Hydro,323,megawatthours
2024-01-04T14,TEX,Texas,NUC,Nuclear,5115,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,NUC,Nuclear,4026,megawatthours
2024-01-04T14,NY,New York,SUN,Solar,0,megawatthours
2024-01-04T14,PNM,Public Service Company of New Mexico,WAT,Hydro,0,megawatthours
2024-01-04T14,TEX,Texas,SUN,Solar,127,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,WAT,Hydro,3007,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,OTH,Other,50,megawatthours
2024-01-04T14,FPC,"Duke Energy Florida, Inc.",OTH,Other,84,megawatthours
2024-01-04T14,BPAT,Bonneville Power Administration,NUC,Nuclear,1156,megawatthours
2024-01-04T14,GCPD,"Public Utility District No. 2 of Grant County, Washington",WAT,Hydro,943,megawatthours
2024-01-04T14,SE,Southeast,WND,Wind,0,megawatthours
2024-01-04T14,SCEG,"Dominion Energy South Carolina, Inc.",OTH,Other,0,megawatthours
2024-01-04T14,CISO,California Independent System Operator,NG,Natural gas,10193,megawatthours
2024-01-04T14,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",WAT,Hydro,159,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,WAT,Hydro,0,megawatthours
2024-01-04T14,PSCO,Public Service Company of Colorado,WAT,Hydro,11,megawatthours
2024-01-04T14,HGMA,"New Harquahala Generating Company, LLC",NG,Natural gas,-4,megawatthours
2024-01-04T14,TEC,Tampa Electric Company,NG,Natural gas,1818,megawatthours
2024-01-04T14,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,357,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",SUN,Solar,1253,megawatthours
2024-01-04T14,NWMT,NorthWestern Corporation,COL,Coal,1510,megawatthours
2024-01-04T14,PNM,Public Service Company of New Mexico,NG,Natural gas,642,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",NG,Natural gas,19491,megawatthours
2024-01-04T14,CISO,California Independent System Operator,OTH,Other,-95,megawatthours
2024-01-04T14,TEN,Tennessee,NG,Natural gas,7468,megawatthours
2024-01-04T14,MIDA,Mid-Atlantic,COL,Coal,18004,megawatthours
2024-01-04T14,SC,South Carolina Public Service Authority,OTH,Other,71,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,WND,Wind,863,megawatthours
2024-01-04T14,SEC,Seminole Electric Cooperative,COL,Coal,397,megawatthours
2024-01-04T14,SW,Southwest,NUC,Nuclear,4026,megawatthours
2024-01-04T14,NWMT,NorthWestern Corporation,SUN,Solar,0,megawatthours
2024-01-04T14,CPLE,Duke Energy Progress East,OIL,Petroleum,0,megawatthours
2024-01-04T14,CISO,California Independent System Operator,WND,Wind,2662,megawatthours
2024-01-04T14,CHPD,Public Utility District No. 1 of Chelan County,WAT,Hydro,875,megawatthours
2024-01-04T14,SC,South Carolina Public Service Authority,COL,Coal,2269,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",NUC,Nuclear,6569,megawatthours
2024-01-04T14,PGE,Portland General Electric Company,COL,Coal,0,megawatthours
2024-01-04T14,BPAT,Bonneville Power Administration,NG,Natural gas,666,megawatthours
2024-01-04T14,GWA,"NaturEner Power Watch, LLC",WND,Wind,115,megawatthours
2024-01-04T14,PACW,PacifiCorp West,WAT,Hydro,241,megawatthours
2024-01-04T14,IID,Imperial Irrigation District,SUN,Solar,0,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",SUN,Solar,54,megawatthours
2024-01-04T14,NW,Northwest,NG,Natural gas,13151,megawatthours
2024-01-04T14,SRP,Salt River Project Agricultural Improvement and Power District,OTH,Other,1,megawatthours
2024-01-04T14,JEA,JEA,NG,Natural gas,802,megawatthours
2024-01-04T14,CHPD,Public Utility District No. 1 of Chelan County,WND,Wind,7,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",WAT,Hydro,2282,megawatthours
2024-01-04T14,CENT,Central,WND,Wind,12610,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,NUC,Nuclear,0,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,COL,Coal,302,megawatthours
2024-01-04T14,TEN,Tennessee,OIL,Petroleum,0,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,SUN,Solar,15,megawatthours
2024-01-04T14,NWMT,NorthWestern Corporation,OIL,Petroleum,20,megawatthours
2024-01-04T14,TVA,Tennessee Valley Authority,COL,Coal,4499,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",OTH,Other,70,megawatthours
2024-01-04T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2024-01-04T14,SW,Southwest,SUN,Solar,5,megawatthours
2024-01-04T14,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2024-01-04T14,PACE,PacifiCorp East,COL,Coal,2526,megawatthours
2024-01-04T14,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,-1,megawatthours
2024-01-04T14,JEA,JEA,OTH,Other,4,megawatthours
2024-01-04T14,CAL,California,NUC,Nuclear,2255,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,COL,Coal,9468,megawatthours
2024-01-04T14,FMPP,Florida Municipal Power Pool,NUC,Nuclear,67,megawatthours
2024-01-04T14,NYIS,New York Independent System Operator,SUN,Solar,0,megawatthours
2024-01-04T14,SE,Southeast,NUC,Nuclear,6569,megawatthours
2024-01-04T14,MIDW,Midwest,NG,Natural gas,44154,megawatthours
2024-01-04T14,NE,New England,SUN,Solar,35,megawatthours
2024-01-04T14,SE,Southeast,OIL,Petroleum,-1,megawatthours
2024-01-04T14,LDWP,Los Angeles Department of Water and Power,COL,Coal,220,megawatthours
2024-01-04T14,FPL,Florida Power & Light Co.,OIL,Petroleum,0,megawatthours
2024-01-04T14,GRID,"Gridforce Energy Management, LLC",COL,Coal,0,megawatthours
2024-01-04T14,EPE,El Paso Electric Company,NG,Natural gas,802,megawatthours
2024-01-04T14,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2024-01-04T14,SWPP,Southwest Power Pool,NG,Natural gas,11438,megawatthours
2024-01-04T14,FMPP,Florida Municipal Power Pool,NG,Natural gas,1656,megawatthours
2024-01-04T14,LDWP,Los Angeles Department of Water and Power,NG,Natural gas,1026,megawatthours
2024-01-04T14,PACW,PacifiCorp West,WND,Wind,507,megawatthours
2024-01-04T14,CENT,Central,SUN,Solar,0,megawatthours
2024-01-04T14,US48,United States Lower 48,OTH,Other,10351,megawatthours
2024-01-04T14,ISNE,ISO New England,NUC,Nuclear,3357,megawatthours
2024-01-04T14,ISNE,ISO New England,SUN,Solar,35,megawatthours
2024-01-04T14,WACM,Western Area Power Administration - Rocky Mountain Region,WND,Wind,249,megawatthours
2024-01-04T14,TEX,Texas,COL,Coal,9708,megawatthours
2024-01-04T14,TEPC,Tucson Electric Power,COL,Coal,756,megawatthours
2024-01-04T14,WACM,Western Area Power Administration - Rocky Mountain Region,WAT,Hydro,815,megawatthours
2024-01-04T14,NE,New England,OIL,Petroleum,0,megawatthours
2024-01-04T14,SOCO,"Southern Company Services, Inc. - Trans",WND,Wind,0,megawatthours
2024-01-04T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,WAT,Hydro,76,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",COL,Coal,18004,megawatthours
2024-01-04T14,AVRN,"Avangrid Renewables, LLC",WAT,Hydro,0,megawatthours
2024-01-04T14,SPA,Southwestern Power Administration,WAT,Hydro,1164,megawatthours
2024-01-04T14,CPLW,Duke Energy Progress West,WAT,Hydro,112,megawatthours
2024-01-04T14,CENT,Central,NUC,Nuclear,1841,megawatthours
2024-01-04T14,MIDW,Midwest,WND,Wind,2076,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,WND,Wind,169,megawatthours
2024-01-04T14,AZPS,Arizona Public Service Company,COL,Coal,1291,megawatthours
2024-01-04T14,NWMT,NorthWestern Corporation,WND,Wind,326,megawatthours
2024-01-04T14,BANC,Balancing Authority of Northern California,NG,Natural gas,1566,megawatthours
2024-01-04T14,PACE,PacifiCorp East,WAT,Hydro,56,megawatthours
2024-01-04T14,MIDW,Midwest,NUC,Nuclear,9135,megawatthours
2024-01-04T14,PJM,"PJM Interconnection, LLC",OIL,Petroleum,223,megawatthours
2024-01-04T14,MIDW,Midwest,WAT,Hydro,2689,megawatthours
2024-01-04T14,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,416,megawatthours
2024-01-04T14,CENT,Central,COL,Coal,9468,megawatthours
2024-01-04T14,US48,United States Lower 48,SUN,Solar,4351,megawatthours
2024-01-04T14,SCEG,"Dominion Energy South Carolina, Inc.",NUC,Nuclear,991,megawatthours
2024-01-04T14,TIDC,Turlock Irrigation District,NG,Natural gas,252,megawatthours
2024-01-04T14,SC,South Carolina Public Service Authority,NG,Natural gas,510,megawatthours
2024-01-04T14,SC,South Carolina Public Service Authority,SUN,Solar,82,megawatthours
2024-01-04T14,IPCO,Idaho Power Company,WAT,Hydro,839,megawatthours
2024-01-04T14,IPCO,Idaho Power Company,OIL,Petroleum,0,megawatthours
2024-01-04T14,ISNE,ISO New England,NG,Natural gas,7129,megawatthours
2024-01-04T14,NW,Northwest,WND,Wind,4584,megawatthours
2024-01-04T14,TEPC,Tucson Electric Power,NG,Natural gas,1017,megawatthours
2024-01-04T14,GVL,Gainesville Regional Utilities,NG,Natural gas,142,megawatthours
2024-01-04T14,NEVP,Nevada Power Company,WND,Wind,23,megawatthours
