period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-01-07T14,NW,Northwest,OIL,Petroleum,22,megawatthours
2024-01-07T14,CISO,California Independent System Operator,OIL,Petroleum,46,megawatthours
2024-01-07T14,AVA,Avista Corporation,SUN,Solar,0,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,WND,Wind,51,megawatthours
2024-01-07T14,SC,South Carolina Public Service Authority,SUN,Solar,73,megawatthours
2024-01-07T14,LDWP,Los Angeles Department of Water and Power,COL,Coal,196,megawatthours
2024-01-07T14,NWMT,NorthWestern Corporation,NG,Natural gas,139,megawatthours
2024-01-07T14,PNM,Public Service Company of New Mexico,COL,Coal,404,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",WND,Wind,4082,megawatthours
2024-01-07T14,IPCO,Idaho Power Company,WAT,Hydro,665,megawatthours
2024-01-07T14,PACE,PacifiCorp East,COL,Coal,2678,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Natural gas,20102,megawatthours
2024-01-07T14,NE,New England,SUN,Solar,2,megawatthours
2024-01-07T14,AVA,Avista Corporation,WAT,Hydro,202,megawatthours
2024-01-07T14,NY,New York,OIL,Petroleum,7,megawatthours
2024-01-07T14,NYIS,New York Independent System Operator,NUC,Nuclear,3355,megawatthours
2024-01-07T14,PSCO,Public Service Company of Colorado,COL,Coal,1079,megawatthours
2024-01-07T14,CISO,California Independent System Operator,NG,Natural gas,10006,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,OTH,Other,881,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",WAT,Hydro,1845,megawatthours
2024-01-07T14,PGE,Portland General Electric Company,WND,Wind,0,megawatthours
2024-01-07T14,TEX,Texas,OTH,Other,191,megawatthours
2024-01-07T14,GRID,"Gridforce Energy Management, LLC",WND,Wind,296,megawatthours
2024-01-07T14,MIDW,Midwest,NUC,Nuclear,9636,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,OIL,Petroleum,222,megawatthours
2024-01-07T14,DUK,Duke Energy Carolinas,NG,Natural gas,2926,megawatthours
2024-01-07T14,NW,Northwest,NUC,Nuclear,1157,megawatthours
2024-01-07T14,GWA,"NaturEner Power Watch, LLC",WND,Wind,122,megawatthours
2024-01-07T14,SC,South Carolina Public Service Authority,NG,Natural gas,495,megawatthours
2024-01-07T14,FLA,Florida,NUC,Nuclear,2831,megawatthours
2024-01-07T14,SE,Southeast,WND,Wind,0,megawatthours
2024-01-07T14,NW,Northwest,WAT,Hydro,9877,megawatthours
2024-01-07T14,CPLW,Duke Energy Progress West,OTH,Other,179,megawatthours
2024-01-07T14,TEN,Tennessee,SUN,Solar,32,megawatthours
2024-01-07T14,IID,Imperial Irrigation District,OTH,Other,489,megawatthours
2024-01-07T14,MISO,"Midcontinent Independent System Operator, Inc.",NUC,Nuclear,9636,megawatthours
2024-01-07T14,CENT,Central,NG,Natural gas,8142,megawatthours
2024-01-07T14,AECI,"Associated Electric Cooperative, Inc.",COL,Coal,2295,megawatthours
2024-01-07T14,SC,South Carolina Public Service Authority,WAT,Hydro,85,megawatthours
2024-01-07T14,NWMT,NorthWestern Corporation,SUN,Solar,0,megawatthours
2024-01-07T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,SUN,Solar,0,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",OIL,Petroleum,222,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",WAT,Hydro,1027,megawatthours
2024-01-07T14,NY,New York,WAT,Hydro,3073,megawatthours
2024-01-07T14,SEPA,Southeastern Power Administration,WAT,Hydro,168,megawatthours
2024-01-07T14,ISNE,ISO New England,SUN,Solar,2,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",SUN,Solar,355,megawatthours
2024-01-07T14,SCEG,"Dominion Energy South Carolina, Inc.",COL,Coal,459,megawatthours
2024-01-07T14,GRID,"Gridforce Energy Management, LLC",NG,Natural gas,1320,megawatthours
2024-01-07T14,CHPD,Public Utility District No. 1 of Chelan County,WAT,Hydro,405,megawatthours
2024-01-07T14,WALC,Western Area Power Administration - Desert Southwest Region,SUN,Solar,0,megawatthours
2024-01-07T14,PACW,PacifiCorp West,SUN,Solar,0,megawatthours
2024-01-07T14,NW,Northwest,COL,Coal,8085,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",SUN,Solar,1169,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,COL,Coal,3926,megawatthours
2024-01-07T14,CISO,California Independent System Operator,WND,Wind,3047,megawatthours
2024-01-07T14,TEC,Tampa Electric Company,OIL,Petroleum,0,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",NG,Natural gas,572,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,NG,Natural gas,6385,megawatthours
2024-01-07T14,IPCO,Idaho Power Company,OIL,Petroleum,0,megawatthours
2024-01-07T14,CAL,California,WND,Wind,3086,megawatthours
2024-01-07T14,HST,City of Homestead,NG,Natural gas,0,megawatthours
2024-01-07T14,NW,Northwest,NG,Natural gas,12349,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,NUC,Nuclear,3703,megawatthours
2024-01-07T14,FPL,Florida Power & Light Co.,NUC,Nuclear,2765,megawatthours
2024-01-07T14,SCL,Seattle City Light,WAT,Hydro,350,megawatthours
2024-01-07T14,SE,Southeast,NG,Natural gas,14165,megawatthours
2024-01-07T14,BPAT,Bonneville Power Administration,SUN,Solar,-1,megawatthours
2024-01-07T14,WALC,Western Area Power Administration - Desert Southwest Region,WND,Wind,16,megawatthours
2024-01-07T14,PACE,PacifiCorp East,WAT,Hydro,55,megawatthours
2024-01-07T14,AVA,Avista Corporation,OTH,Other,125,megawatthours
2024-01-07T14,NYIS,New York Independent System Operator,SUN,Solar,0,megawatthours
2024-01-07T14,CAR,Carolinas,OTH,Other,1133,megawatthours
2024-01-07T14,PACW,PacifiCorp West,WAT,Hydro,223,megawatthours
2024-01-07T14,SW,Southwest,WND,Wind,1525,megawatthours
2024-01-07T14,ISNE,ISO New England,COL,Coal,2,megawatthours
2024-01-07T14,TEN,Tennessee,OIL,Petroleum,0,megawatthours
2024-01-07T14,SC,South Carolina Public Service Authority,OIL,Petroleum,0,megawatthours
2024-01-07T14,IPCO,Idaho Power Company,WND,Wind,524,megawatthours
2024-01-07T14,AECI,"Associated Electric Cooperative, Inc.",NG,Natural gas,1436,megawatthours
2024-01-07T14,MIDW,Midwest,SUN,Solar,48,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,COL,Coal,821,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,WAT,Hydro,0,megawatthours
2024-01-07T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Natural gas,-2,megawatthours
2024-01-07T14,FPC,"Duke Energy Florida, Inc.",NG,Natural gas,3487,megawatthours
2024-01-07T14,CAR,Carolinas,SUN,Solar,924,megawatthours
2024-01-07T14,AVA,Avista Corporation,WND,Wind,68,megawatthours
2024-01-07T14,SCEG,"Dominion Energy South Carolina, Inc.",SUN,Solar,251,megawatthours
2024-01-07T14,BPAT,Bonneville Power Administration,WND,Wind,1277,megawatthours
2024-01-07T14,FMPP,Florida Municipal Power Pool,NG,Natural gas,1364,megawatthours
2024-01-07T14,CPLW,Duke Energy Progress West,SUN,Solar,0,megawatthours
2024-01-07T14,CAL,California,OIL,Petroleum,46,megawatthours
2024-01-07T14,TAL,City of Tallahassee,SUN,Solar,1,megawatthours
2024-01-07T14,SC,South Carolina Public Service Authority,COL,Coal,1352,megawatthours
2024-01-07T14,MIDW,Midwest,WND,Wind,5495,megawatthours
2024-01-07T14,PACW,PacifiCorp West,WND,Wind,302,megawatthours
2024-01-07T14,CAL,California,NUC,Nuclear,2260,megawatthours
2024-01-07T14,TEC,Tampa Electric Company,OTH,Other,52,megawatthours
2024-01-07T14,TIDC,Turlock Irrigation District,WAT,Hydro,20,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,NG,Natural gas,40770,megawatthours
2024-01-07T14,GVL,Gainesville Regional Utilities,NG,Natural gas,85,megawatthours
2024-01-07T14,AVA,Avista Corporation,NG,Natural gas,368,megawatthours
2024-01-07T14,CPLW,Duke Energy Progress West,WAT,Hydro,112,megawatthours
2024-01-07T14,MIDW,Midwest,OIL,Petroleum,0,megawatthours
2024-01-07T14,LDWP,Los Angeles Department of Water and Power,WAT,Hydro,26,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,SUN,Solar,462,megawatthours
2024-01-07T14,US48,United States Lower 48,WAT,Hydro,21354,megawatthours
2024-01-07T14,GVL,Gainesville Regional Utilities,OTH,Other,41,megawatthours
2024-01-07T14,CAR,Carolinas,NG,Natural gas,6489,megawatthours
2024-01-07T14,CISO,California Independent System Operator,OTH,Other,-248,megawatthours
2024-01-07T14,IPCO,Idaho Power Company,NG,Natural gas,289,megawatthours
2024-01-07T14,MIDW,Midwest,NG,Natural gas,32323,megawatthours
2024-01-07T14,SE,Southeast,WAT,Hydro,1195,megawatthours
2024-01-07T14,PACE,PacifiCorp East,OTH,Other,130,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",NUC,Nuclear,6963,megawatthours
2024-01-07T14,BPAT,Bonneville Power Administration,OTH,Other,193,megawatthours
2024-01-07T14,SW,Southwest,SUN,Solar,8,megawatthours
2024-01-07T14,TEX,Texas,WAT,Hydro,4,megawatthours
2024-01-07T14,CISO,California Independent System Operator,COL,Coal,0,megawatthours
2024-01-07T14,CISO,California Independent System Operator,SUN,Solar,-32,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,WND,Wind,6,megawatthours
2024-01-07T14,TEX,Texas,NG,Natural gas,20102,megawatthours
2024-01-07T14,NE,New England,WAT,Hydro,1044,megawatthours
2024-01-07T14,BPAT,Bonneville Power Administration,NUC,Nuclear,1157,megawatthours
2024-01-07T14,TEN,Tennessee,WAT,Hydro,910,megawatthours
2024-01-07T14,PSCO,Public Service Company of Colorado,WND,Wind,1582,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",SUN,Solar,0,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,SUN,Solar,32,megawatthours
2024-01-07T14,NE,New England,NUC,Nuclear,3371,megawatthours
2024-01-07T14,SCEG,"Dominion Energy South Carolina, Inc.",OTH,Other,0,megawatthours
2024-01-07T14,NYIS,New York Independent System Operator,WAT,Hydro,3073,megawatthours
2024-01-07T14,SRP,Salt River Project Agricultural Improvement and Power District,NG,Natural gas,2170,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",WND,Wind,0,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",WND,Wind,104,megawatthours
2024-01-07T14,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",WAT,Hydro,207,megawatthours
2024-01-07T14,FPC,"Duke Energy Florida, Inc.",OIL,Petroleum,0,megawatthours
2024-01-07T14,FLA,Florida,COL,Coal,555,megawatthours
2024-01-07T14,WAUW,Western Area Power Administration - Upper Great Plains West,WAT,Hydro,62,megawatthours
2024-01-07T14,GCPD,"Public Utility District No. 2 of Grant County, Washington",WAT,Hydro,648,megawatthours
2024-01-07T14,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,WAT,Hydro,82,megawatthours
2024-01-07T14,SEC,Seminole Electric Cooperative,NG,Natural gas,1084,megawatthours
2024-01-07T14,SPA,Southwestern Power Administration,WAT,Hydro,87,megawatthours
2024-01-07T14,EPE,El Paso Electric Company,SUN,Solar,0,megawatthours
2024-01-07T14,HGMA,"New Harquahala Generating Company, LLC",NG,Natural gas,-3,megawatthours
2024-01-07T14,WALC,Western Area Power Administration - Desert Southwest Region,NG,Natural gas,720,megawatthours
2024-01-07T14,MIDW,Midwest,COL,Coal,30313,megawatthours
2024-01-07T14,GRID,"Gridforce Energy Management, LLC",SUN,Solar,-1,megawatthours
2024-01-07T14,PNM,Public Service Company of New Mexico,NG,Natural gas,502,megawatthours
2024-01-07T14,TEPC,Tucson Electric Power,NG,Natural gas,1069,megawatthours
2024-01-07T14,FLA,Florida,WAT,Hydro,26,megawatthours
2024-01-07T14,SRP,Salt River Project Agricultural Improvement and Power District,WAT,Hydro,0,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,OIL,Petroleum,0,megawatthours
2024-01-07T14,WACM,Western Area Power Administration - Rocky Mountain Region,SUN,Solar,-1,megawatthours
2024-01-07T14,TEX,Texas,COL,Coal,10319,megawatthours
2024-01-07T14,FPC,"Duke Energy Florida, Inc.",SUN,Solar,89,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",COL,Coal,15964,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",WAT,Hydro,4,megawatthours
2024-01-07T14,SRP,Salt River Project Agricultural Improvement and Power District,WND,Wind,113,megawatthours
2024-01-07T14,NE,New England,OIL,Petroleum,0,megawatthours
2024-01-07T14,JEA,JEA,OTH,Other,4,megawatthours
2024-01-07T14,IPCO,Idaho Power Company,SUN,Solar,0,megawatthours
2024-01-07T14,US48,United States Lower 48,NG,Natural gas,187819,megawatthours
2024-01-07T14,TEPC,Tucson Electric Power,WND,Wind,187,megawatthours
2024-01-07T14,AVRN,"Avangrid Renewables, LLC",SUN,Solar,0,megawatthours
2024-01-07T14,FMPP,Florida Municipal Power Pool,OIL,Petroleum,0,megawatthours
2024-01-07T14,FPL,Florida Power & Light Co.,OTH,Other,3599,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,NG,Natural gas,454,megawatthours
2024-01-07T14,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Natural gas,435,megawatthours
2024-01-07T14,ISNE,ISO New England,NUC,Nuclear,3371,megawatthours
2024-01-07T14,SW,Southwest,OTH,Other,88,megawatthours
2024-01-07T14,NW,Northwest,SUN,Solar,-9,megawatthours
2024-01-07T14,SW,Southwest,COL,Coal,3303,megawatthours
2024-01-07T14,DUK,Duke Energy Carolinas,OTH,Other,7,megawatthours
2024-01-07T14,IID,Imperial Irrigation District,WAT,Hydro,0,megawatthours
2024-01-07T14,BANC,Balancing Authority of Northern California,WAT,Hydro,248,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,OTH,Other,47,megawatthours
2024-01-07T14,NWMT,NorthWestern Corporation,OIL,Petroleum,22,megawatthours
2024-01-07T14,CENT,Central,OIL,Petroleum,0,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,NUC,Nuclear,8541,megawatthours
2024-01-07T14,WACM,Western Area Power Administration - Rocky Mountain Region,WAT,Hydro,753,megawatthours
2024-01-07T14,PGE,Portland General Electric Company,WAT,Hydro,235,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",OIL,Petroleum,0,megawatthours
2024-01-07T14,DOPD,PUD No. 1 of Douglas County,WAT,Hydro,375,megawatthours
2024-01-07T14,NY,New York,SUN,Solar,0,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,OTH,Other,1148,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",SUN,Solar,162,megawatthours
2024-01-07T14,WALC,Western Area Power Administration - Desert Southwest Region,WAT,Hydro,79,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,NG,Natural gas,8142,megawatthours
2024-01-07T14,US48,United States Lower 48,NUC,Nuclear,95032,megawatthours
2024-01-07T14,NEVP,Nevada Power Company,OTH,Other,507,megawatthours
2024-01-07T14,LDWP,Los Angeles Department of Water and Power,OTH,Other,224,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",COL,Coal,4804,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,SUN,Solar,0,megawatthours
2024-01-07T14,CENT,Central,WAT,Hydro,658,megawatthours
2024-01-07T14,WACM,Western Area Power Administration - Rocky Mountain Region,COL,Coal,3259,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,WAT,Hydro,910,megawatthours
2024-01-07T14,MISO,"Midcontinent Independent System Operator, Inc.",WAT,Hydro,808,megawatthours
2024-01-07T14,FMPP,Florida Municipal Power Pool,SUN,Solar,3,megawatthours
2024-01-07T14,NY,New York,COL,Coal,0,megawatthours
2024-01-07T14,MIDW,Midwest,OTH,Other,338,megawatthours
2024-01-07T14,ISNE,ISO New England,WAT,Hydro,1044,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,NUC,Nuclear,2043,megawatthours
2024-01-07T14,CENT,Central,WND,Wind,13330,megawatthours
2024-01-07T14,NYIS,New York Independent System Operator,OTH,Other,198,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",NUC,Nuclear,5118,megawatthours
2024-01-07T14,PACW,PacifiCorp West,NG,Natural gas,0,megawatthours
2024-01-07T14,GRID,"Gridforce Energy Management, LLC",COL,Coal,0,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,OIL,Petroleum,0,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,NUC,Nuclear,33668,megawatthours
2024-01-07T14,CISO,California Independent System Operator,NUC,Nuclear,2260,megawatthours
2024-01-07T14,CPLW,Duke Energy Progress West,COL,Coal,0,megawatthours
2024-01-07T14,CPLE,Duke Energy Progress East,NG,Natural gas,1520,megawatthours
2024-01-07T14,SPA,Southwestern Power Administration,OTH,Other,0,megawatthours
2024-01-07T14,BANC,Balancing Authority of Northern California,OTH,Other,16,megawatthours
2024-01-07T14,FPC,"Duke Energy Florida, Inc.",WAT,Hydro,26,megawatthours
2024-01-07T14,CAL,California,NG,Natural gas,12290,megawatthours
2024-01-07T14,SCEG,"Dominion Energy South Carolina, Inc.",NUC,Nuclear,992,megawatthours
2024-01-07T14,PNM,Public Service Company of New Mexico,SUN,Solar,-1,megawatthours
2024-01-07T14,SE,Southeast,COL,Coal,4804,megawatthours
2024-01-07T14,NE,New England,WND,Wind,523,megawatthours
2024-01-07T14,SEC,Seminole Electric Cooperative,SUN,Solar,0,megawatthours
2024-01-07T14,NW,Northwest,OTH,Other,1094,megawatthours
2024-01-07T14,WACM,Western Area Power Administration - Rocky Mountain Region,WND,Wind,312,megawatthours
2024-01-07T14,CAR,Carolinas,WAT,Hydro,133,megawatthours
2024-01-07T14,CHPD,Public Utility District No. 1 of Chelan County,WND,Wind,0,megawatthours
2024-01-07T14,MISO,"Midcontinent Independent System Operator, Inc.",OTH,Other,338,megawatthours
2024-01-07T14,SW,Southwest,NG,Natural gas,6061,megawatthours
2024-01-07T14,SOCO,"Southern Company Services, Inc. - Trans",OTH,Other,68,megawatthours
2024-01-07T14,JEA,JEA,NG,Natural gas,619,megawatthours
2024-01-07T14,TEC,Tampa Electric Company,COL,Coal,0,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,COL,Coal,10153,megawatthours
2024-01-07T14,NYIS,New York Independent System Operator,WND,Wind,378,megawatthours
2024-01-07T14,IPCO,Idaho Power Company,OTH,Other,56,megawatthours
2024-01-07T14,ISNE,ISO New England,NG,Natural gas,5825,megawatthours
2024-01-07T14,ISNE,ISO New England,OTH,Other,658,megawatthours
2024-01-07T14,BPAT,Bonneville Power Administration,WAT,Hydro,5175,megawatthours
2024-01-07T14,PACW,PacifiCorp West,OTH,Other,49,megawatthours
2024-01-07T14,FLA,Florida,OIL,Petroleum,0,megawatthours
2024-01-07T14,TEN,Tennessee,COL,Coal,3926,megawatthours
2024-01-07T14,CAR,Carolinas,OIL,Petroleum,0,megawatthours
2024-01-07T14,PACE,PacifiCorp East,WND,Wind,564,megawatthours
2024-01-07T14,TEN,Tennessee,OTH,Other,45,megawatthours
2024-01-07T14,PJM,"PJM Interconnection, LLC",NG,Natural gas,40770,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,WAT,Hydro,571,megawatthours
2024-01-07T14,FPL,Florida Power & Light Co.,SUN,Solar,455,megawatthours
2024-01-07T14,AZPS,Arizona Public Service Company,OTH,Other,87,megawatthours
2024-01-07T14,SW,Southwest,WAT,Hydro,79,megawatthours
2024-01-07T14,AVRN,"Avangrid Renewables, LLC",WAT,Hydro,0,megawatthours
2024-01-07T14,TEN,Tennessee,WND,Wind,6,megawatthours
2024-01-07T14,PSCO,Public Service Company of Colorado,NG,Natural gas,2275,megawatthours
2024-01-07T14,DUK,Duke Energy Carolinas,SUN,Solar,138,megawatthours
2024-01-07T14,ERCO,"Electric Reliability Council of Texas, Inc.",OTH,Other,191,megawatthours
2024-01-07T14,TVA,Tennessee Valley Authority,OIL,Petroleum,0,megawatthours
2024-01-07T14,SW,Southwest,NUC,Nuclear,4017,megawatthours
2024-01-07T14,NY,New York,NG,Natural gas,8187,megawatthours
2024-01-07T14,PNM,Public Service Company of New Mexico,OTH,Other,5,megawatthours
2024-01-07T14,MIDA,Mid-Atlantic,WND,Wind,4082,megawatthours
2024-01-07T14,PSEI,"Puget Sound Energy, Inc.",WAT,Hydro,70,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,SUN,Solar,0,megawatthours
2024-01-07T14,SRP,Salt River Project Agricultural Improvement and Power District,SUN,Solar,9,megawatthours
2024-01-07T14,US48,United States Lower 48,COL,Coal,93226,megawatthours
2024-01-07T14,SCEG,"Dominion Energy South Carolina, Inc.",NG,Natural gas,1188,megawatthours
2024-01-07T14,NW,Northwest,WND,Wind,6436,megawatthours
2024-01-07T14,SWPP,Southwest Power Pool,WND,Wind,13330,megawatthours
2024-01-07T14,US48,United States Lower 48,OTH,Other,9301,megawatthours
2024-01-07T14,US48,United States Lower 48,OIL,Petroleum,295,megawatthours
2024-01-07T14,FLA,Florida,NG,Natural gas,14731,megawatthours
2024-01-07T14,LDWP,Los Angeles Department of Water and Power,NG,Natural gas,772,megawatthours
2024-01-07T14,NYIS,New York Independent System Operator,OIL,Petroleum,7,megawatthours
